operator,id_ticket,date,activity
Paul,2327/BJBR/Jul/2018,"2018-07-27 11:15:15.0",CLOSE
Paul,2330/BJBR/Jul/2018,"2018-07-26 23:40:00.0",CLOSE
Nila,2321/BSBB/Jul/2018,"2018-07-26 18:08:00.0",CLOSE
Feby,2328/TTNI/Jul/2018,"2018-07-26 16:14:00.0",CLOSE
Paul,2288/BJBR/Jul/2018,"2018-07-26 14:14:00.0",CLOSE
Indri,2292/BRKR/Jul/2018,"2018-07-26 13:00:00.0",CLOSE
Pras,2319/TTNI/Jul/2018,"2018-07-26 11:52:15.0",CLOSE
Paul,2316/BJBR/Jul/2018,"2018-07-26 11:35:15.0",CLOSE
Feby,2320/BSBB/Jul/2018,"2018-07-26 10:15:00.0",CLOSE
Indri,2315/BRKR/Jul/2018,"2018-07-25 18:37:00.0",CLOSE
Fajar,2238/BJBR/Jul/2018,"2018-07-25 17:55:00.0",CLOSE
Indri,2296/BRKR/Jul/2018,"2018-07-25 14:40:00.0",CLOSE
Pras,2309/TTNI/Jul/2018,"2018-07-25 13:27:00.0",CLOSE
Fajar,2312/BJBR/Jul/2018,"2018-07-25 13:22:00.0",CLOSE
Indri,2311/BRKR/Jul/2018,"2018-07-25 11:30:00.0",CLOSE
Fajar,2305/BJBR/Jul/2018,"2018-07-24 22:58:30.0",CLOSE
Paul,2303/BJBR/Jul/2018,"2018-07-24 14:31:30.0",CLOSE
Paul,2304/BJBR/Jul/2018,"2018-07-24 12:58:45.0",CLOSE
Paul,2299//BJBR/Jul/2018,"2018-07-24 12:41:30.0",CLOSE
Paul,2295/BJBR/Jul/2018,"2018-07-24 11:44:15.0",CLOSE
Paul,2278/BJBR/Jul/2018,"2018-07-24 10:13:00.0",CLOSE
Paul,2275/BJBR/Jul/2018,"2018-07-24 09:42:45.0",CLOSE
Paul,2298/BJBR/Jul/2018,"2018-07-24 09:07:00.0",CLOSE
Paul,2297/BJBR/Jul/2018,"2018-07-23 19:29:30.0",CLOSE
Alam,2293/BJBR/Jul/2018,"2018-07-23 17:30:00.0",CLOSE
Pras,2291/TTNI/Jul/2018,"2018-07-23 16:00:15.0",CLOSE
Fajar,2294/BJBR/Jul/2018,"2018-07-23 15:05:45.0",CLOSE
Nila,2286/BRKR/Jul/2018,"2018-07-22 16:10:00.0",CLOSE
Yefta,2285/BSBB/Jul/2018,"2018-07-22 12:24:15.0",CLOSE
Alam,2283/BJBR/Jul/2018,"2018-07-22 11:35:15.0",CLOSE
Alam,2282/BJBR/Jul/2018,"2018-07-21 17:23:15.0",CLOSE
Paul,2281/BJBR/Jul/2018,"2018-07-21 10:35:00.0",CLOSE
Paul,2280/BJBR/Jul/2018,"2018-07-20 21:17:30.0",CLOSE
Alam,2273/BJBR/Jul/2018,"2018-07-20 20:46:45.0",CLOSE
Indri,2261/BRKR/Jul/2018,"2018-07-20 16:53:00.0",CLOSE
Paul,2274/BJBR/Jul/2018,"2018-07-20 15:42:15.0",CLOSE
Feby,2276/TTNI/Jul/2018,"2018-07-20 15:35:00.0",CLOSE
Paul,2272/BJBR/Jul/2018,"2018-07-20 15:08:45.0",CLOSE
Nila,2268/BSBB/Jul/2018,"2018-07-20 14:39:00.0",CLOSE
Paul,2269/BJBR/Jul/2018,"2018-07-20 13:36:30.0",CLOSE
Nila,2253/BRKR/Jul/2018,"2018-07-20 12:36:00.0",CLOSE
Nila,2264/BSBB/Jul/2018,"2018-07-20 11:26:00.0",CLOSE
Nila,2265/TTNI/Jul/2018,"2018-07-20 08:50:00.0",CLOSE
Yohanis,903/BPJS/Jul/2018,"2018-07-20 08:00:00.0",CLOSE
Feby,2262/BSBB/Jul/2018,"2018-07-19 16:15:00.0",CLOSE
Pras,2263/TTNI/Jul/2018,"2018-07-19 16:04:30.0",CLOSE
Paul,2259/BJBR/Jul/2018,"2018-07-19 15:42:30.0",CLOSE
Paul,2260/BJBR/Jul/2018,"2018-07-19 15:04:00.0",CLOSE
Nila,2236/BRKR/Jul/2018,"2018-07-19 11:30:00.0",CLOSE
Nila,2258/BSBB/Jul/2018,"2018-07-19 10:30:00.0",CLOSE
Nila,2255/BSBB/Jul/2018,"2018-07-18 18:10:00.0",CLOSE
Paul,2251/BJBR/Jul/2018,"2018-07-18 18:00:30.0",CLOSE
Paul,2249/BJBR/Jul/2018,"2018-07-18 15:50:30.0",CLOSE
Fajar,2257/BJBR/Jul/2018,"2018-07-18 15:25:00.0",CLOSE
Nila,2128/BRKR/Jul/2018,"2018-07-18 15:13:00.0",CLOSE
Fajar,2254/BJBR/Jul/2018,"2018-07-18 12:47:30.0",CLOSE
Fajar,2250/BJBR/Jul/2018,"2018-07-18 12:30:00.0",CLOSE
Pras,2237/BSBB/Jul/2018,"2018-07-18 10:51:15.0",CLOSE
Pras,2252/TTNI/Jul/2018,"2018-07-18 10:06:00.0",CLOSE
Paul,2248/BJBR/Jul/2018,"2018-07-18 09:45:15.0",CLOSE
Alam,2246/BJBR/Jul/2018,"2018-07-17 19:59:30.0",CLOSE
Indri,2247/BRKR/Jul/2018,"2018-07-17 19:26:00.0",CLOSE
Indri,2245/BRKR/Jul/2018,"2018-07-17 18:01:00.0",CLOSE
Alam,2240/BJBR/Jul/2018,"2018-07-17 15:20:00.0",CLOSE
Paul,2230/BJBR/Jul/2018,"2018-07-17 10:24:15.0",CLOSE
Nila,2193/BSBB/Jul/2018,"2018-07-16 17:24:00.0",CLOSE
Alam,2233/BJBR/Jul/2018,"2018-07-16 17:23:00.0",CLOSE
Alam,2232/BJBR/Jul/2018,"2018-07-16 16:44:15.0",CLOSE
Alam,2225/BJBR/Jul/2018,"2018-07-16 15:38:45.0",CLOSE
Alam,2226/BJBR/Jul/2018,"2018-07-16 15:26:45.0",CLOSE
Yefta,2220/TTNI/Jul/2018,"2018-07-16 15:26:17.0",CLOSE
Indri,2218/BRKR/Jul/2018,"2018-07-16 15:26:00.0",CLOSE
Fajar,2210/BJBR/Jul/2018,"2018-07-16 15:24:00.0",CLOSE
Paul,2121/BJBR/Jul/2018,"2018-07-16 14:30:15.0",CLOSE
Alam,2224/BJBR/Jul/2018,"2018-07-16 14:04:45.0",CLOSE
Pras,2219/TTNI/Jul/2018,"2018-07-16 13:53:30.0",CLOSE
Fajar,2221/BJBR/Jul/2018,"2018-07-16 13:45:00.0",CLOSE
Indri,2217/BRKR/Jul/2018,"2018-07-16 13:36:00.0",CLOSE
Fajar,2216/BJBR/Jul/2018,"2018-07-16 13:25:00.0",CLOSE
Fajar,2208/BJBR/Jul/2018,"2018-07-16 13:20:00.0",CLOSE
Fajar,2205/BJBR/Jul/2018,"2018-07-16 12:14:00.0",CLOSE
Pras,2222/TTNI/Jul/2018,"2018-07-16 10:44:00.0",CLOSE
Paul,2215/BJBR/Jul/2018,"2018-07-15 16:46:00.0",CLOSE
Nila,2141/BSBB/Jul/2018,"2018-07-15 15:52:00.0",CLOSE
Paul,2214/BJBR/Jul/2018,"2018-07-14 21:27:30.0",CLOSE
Paul,2209/BJBR/Jul/2018,"2018-07-14 13:56:15.0",CLOSE
Nila,2133/BSBB/Jul/2018,"2018-07-14 12:58:00.0",CLOSE
Paul,2206/BJBR/Jul/2018,"2018-07-14 12:49:30.0",CLOSE
Paul,2212/BJBR/Jul/2018,"2018-07-14 10:34:00.0",CLOSE
Nila,2202/BRKR/Jul/2018,"2018-07-13 22:15:00.0",CLOSE
Feby,2201/BSBB/Jul/2018,"2018-07-13 16:53:00.0",CLOSE
Nila,2189/BRKR/Jul/2018,"2018-07-13 16:43:00.0",CLOSE
Fajar,2196/BJBR/Jul/2018,"2018-07-13 15:17:00.0",CLOSE
Fajar,2199/BJBR/Jul/2018,"2018-07-13 14:19:00.0",CLOSE
Indri,2186/BRKR/Jul/2018,"2018-07-13 13:00:00.0",CLOSE
Indri,2197/BRKR/Jul/2018,"2018-07-13 12:07:00.0",CLOSE
Nila,2200/BSBB/Jul/2018,"2018-07-13 11:47:15.0",CLOSE
Fajar,2194/BJBR/Jul/2018,"2018-07-13 10:48:45.0",CLOSE
Feby,2191/BSBB/Jul/2018,"2018-07-13 10:05:00.0",CLOSE
Indri,2166/BRKR/Jul/2018,"2018-07-12 17:24:00.0",CLOSE
Yohanis,902/BPJS/Jul/2018,"2018-07-12 15:53:00.0",CLOSE
Paul,2182/BJBR/Jul/2018,"2018-07-12 14:27:15.0",CLOSE
Indri,2187//BRKR/Jul/2018,"2018-07-12 13:31:00.0",CLOSE
Paul,2192/BJBR/Jul/2018,"2018-07-12 13:15:15.0",CLOSE
Indri,2190/BRKR/Jul/2018,"2018-07-12 11:58:00.0",CLOSE
Paul,2183/BJBR/Jul/2018,"2018-07-12 11:32:15.0",CLOSE
Feby,2167/TTNI/Jul/2018,"2018-07-12 10:13:00.0",CLOSE
Alam,2178/BJBR/Jul/2018,"2018-07-11 22:06:45.0",CLOSE
Indri,2090/BRKR/Jul/2018,"2018-07-11 19:22:00.0",CLOSE
Alam,2184/BJBR/Jul/2018,"2018-07-11 18:54:15.0",CLOSE
Indri,2177/BRKR/Jul/2018,"2018-07-11 17:59:00.0",CLOSE
Alam,2173/BJBR/Jul/2018,"2018-07-11 17:50:15.0",CLOSE
Alam,2180/BJBR/Jul/2018,"2018-07-11 17:48:15.0",CLOSE
Indri,2134/BRKR/Jul/2018,"2018-07-11 17:47:00.0",CLOSE
Indri,2176/BRKR/Jul/2018,"2018-07-11 17:12:00.0",CLOSE
Pras,2171/BSBB/Jul/2018,"2018-07-11 15:18:30.0",CLOSE
Fajar,2163/BJBR/Jul/2018,"2018-07-11 14:39:45.0",CLOSE
Indri,2137/BRKR/Jul/2018,"2018-07-11 14:00:00.0",CLOSE
Indri,2113/BRKR/Jul/2018,"2018-07-11 11:47:00.0",CLOSE
Pras,2165/BSBB/Jul/2018,"2018-07-11 10:13:00.0",CLOSE
Alam,2162/BJBR/Jul/2018,"2018-07-10 19:34:45.0",CLOSE
Nila,2159/BRKR/Jul/2018,"2018-07-10 16:18:00.0",CLOSE
Alam,2158/BJBR/Jul/2018,"2018-07-10 15:57:45.0",CLOSE
Alam,2147/BJBR/Jul/2018,"2018-07-10 15:48:30.0",CLOSE
Yefta,2160/TTNI/Jul/2018,"2018-07-10 15:16:33.0",CLOSE
Nila,2126/BSBB/Jul/2018,"2018-07-10 14:27:00.0",CLOSE
Nila,2155/BSBB/Jul/2018,"2018-07-10 14:27:00.0",CLOSE
Fajar,2144/BJBR/Jul/2018,"2018-07-10 14:00:30.0",CLOSE
Alam,2151/BJBR/Jul/2018,"2018-07-10 13:48:00.0",CLOSE
Yefta,2154/TTNI/Jul/2018,"2018-07-10 13:36:45.0",CLOSE
Nila,2087/BRKR/Jul/2018,"2018-07-10 13:02:00.0",CLOSE
Nila,2142/BRKR/Jul/2018,"2018-07-10 11:25:00.0",CLOSE
Pras,2145/BSBB/Jul/2018,"2018-07-10 10:40:15.0",CLOSE
Pras,2148/BSBB/Jul/2018,"2018-07-10 10:35:15.0",CLOSE
Fajar,2152/BJBR/Jul/2018,"2018-07-10 10:15:00.0",CLOSE
Pras,2112/BSBB/Jul/2018,"2018-07-09 21:21:15.0",CLOSE
Paul,2124/BJBR/Jul/2018,"2018-07-09 18:26:00.0",CLOSE
Paul,2116/BJBR/Jul/2018,"2018-07-09 18:10:00.0",CLOSE
Nila,2143/TTNI/Jul/2018,"2018-07-09 16:30:00.0",CLOSE
Paul,2138/BJBR/Jul/2018,"2018-07-09 15:48:30.0",CLOSE
Paul,2136/BJBR/Jul/2018,"2018-07-09 14:29:15.0",CLOSE
Yefta,2127/TTNI/Jul/2018,"2018-07-09 14:05:30.0",CLOSE
Paul,2123/BJBR/Jul/2018,"2018-07-09 14:00:15.0",CLOSE
Alam,2130/BJBR/Jul/2018,"2018-07-09 13:15:00.0",CLOSE
Paul,2131/BJBR/Jul/2018,"2018-07-09 13:15:00.0",CLOSE
Paul,2132/BJBR/Jul/2018,"2018-07-09 11:57:15.0",CLOSE
Paul,2115/BJBR/Jul/2018,"2018-07-09 11:20:15.0",CLOSE
Paul,2107/BJBR/Jul/2018,"2018-07-08 15:44:30.0",CLOSE
Paul,2111/BJBR/Jul/2018,"2018-07-08 15:32:30.0",CLOSE
Alam,2109/BJBR/Jul/2018,"2018-07-08 11:04:57.0",CLOSE
Fajar,2110/BJBR/Jul/2018,"2018-07-07 21:12:00.0",CLOSE
Indri,2054/BRKR/Jul/2018,"2018-07-07 19:12:00.0",CLOSE
Indri,2105/BRKR/Jul/2018,"2018-07-07 14:50:00.0",CLOSE
Nila,2102/BSBB/Jul/2018,"2018-07-07 09:41:00.0",CLOSE
Fajar,2104/BJBR/Jul/2018,"2018-07-06 22:21:00.0",CLOSE
Fajar,2103/BJBR/Jul/2018,"2018-07-06 18:20:00.0",CLOSE
Indri,2067/BRKR/Jul/2018,"2018-07-06 17:00:00.0",CLOSE
Nila,2095/BRKR/Jul/2018,"2018-07-06 16:14:00.0",CLOSE
Fajar,2086/BJBR/Jul/2018,"2018-07-06 15:43:00.0",CLOSE
Paul,2080/BJBR/Jul/2018,"2018-07-06 11:37:00.0",CLOSE
Paul,2082/BJBR/Jul/2018,"2018-07-06 10:37:00.0",CLOSE
Pras,2096/BSBB/Jul/2018,"2018-07-06 09:08:15.0",CLOSE
Feby,2099/TTNI/Jul/2018,"2018-07-06 08:36:00.0",CLOSE
Alam,2084/BJBR/Jul/2018,"2018-07-05 16:44:15.0",CLOSE
Yefta,2074/BSBB/Jul/2018,"2018-07-05 15:38:55.0",CLOSE
Alam,2083/BJBR/Jul/2018,"2018-07-05 15:29:00.0",CLOSE
Alam,2081/BJBR/Jul/2018,"2018-07-05 15:09:45.0",CLOSE
Alam,2075/BJBR/Jul/2018,"2018-07-05 13:55:00.0",CLOSE
Alam,2073/BJBR/Jul/2018,"2018-07-05 13:19:15.0",CLOSE
Indri,2069/BRKR/Jul/2018,"2018-07-05 12:23:00.0",CLOSE
Alam,2070/BJBR/Jul/2018,"2018-07-05 11:38:45.0",CLOSE
Fajar,2077/BJBR/Jul/2018,"2018-07-05 11:06:00.0",CLOSE
Indri,2008/BRKR/Jun/2018,"2018-07-05 11:00:00.0",CLOSE
Fajar,2071/BJBR/Jul/2018,"2018-07-05 10:30:00.0",CLOSE
Indri,2068/BRKR/Jul/2018,"2018-07-04 20:56:00.0",CLOSE
Indri,2066/BRKR/Jul/2018,"2018-07-04 19:11:00.0",CLOSE
Alam,2063/BJBR/Jul/2018,"2018-07-04 16:04:45.0",CLOSE
Indri,2065/BRKR/Jul/2018,"2018-07-04 15:00:00.0",CLOSE
Alam,2058/BJBR/Jul/2018,"2018-07-04 14:53:30.0",CLOSE
Alam,2060/BJBR/Jul/2018,"2018-07-04 13:54:30.0",CLOSE
Fajar,2057/BJBR/Jul/2018,"2018-07-04 13:54:00.0",CLOSE
Pras,2062/BSBB/Jul/2018,"2018-07-04 11:25:15.0",CLOSE
Fajar,2061/BJBR/Jul/2018,"2018-07-04 10:42:00.0",CLOSE
Indri,2052/BRKR/Jul/2018,"2018-07-04 10:25:00.0",CLOSE
Samsu,2056/BJBR/Jul/2018,"2018-07-03 21:33:45.0",CLOSE
Samsu,2053/BJBR/Jul/2018,"2018-07-03 18:07:30.0",CLOSE
Samsu,2040/BJBR/Jul/2018,"2018-07-03 17:16:30.0",CLOSE
Samsu,2047/BJBR/Jul/2018,"2018-07-03 15:39:30.0",CLOSE
Nila,2045/BSBB/Jul/2018,"2018-07-03 14:21:00.0",CLOSE
Samsu,2048/BJBR/Jul/2018,"2018-07-03 14:04:00.0",CLOSE
Samsu,2043/BJBR/Jul/2018,"2018-07-03 13:59:00.0",CLOSE
Nila,2032/BSBB/Jul/2018,"2018-07-03 13:36:00.0",CLOSE
Nila,2041/BSBB/Jul/2018,"2018-07-03 13:33:00.0",CLOSE
Samsu,2037/BJBR/Jul/2018,"2018-07-03 13:21:00.0",CLOSE
Pras,2029/BSBB/Jul/2018,"2018-07-03 10:17:30.0",CLOSE
Pras,2026/BSBB/Jul/2018,"2018-07-03 09:18:30.0",CLOSE
Yefta,2031/TTNI/Jul/2018,"2018-07-02 17:53:45.0",CLOSE
Paul,2035/BRKR/Jul/2018,"2018-07-02 17:42:15.0",CLOSE
Alam,2027/BJBR/Jul/2018,"2018-07-02 13:24:30.0",CLOSE
Alam,2028/BJBR/Jul/2018,"2018-07-02 11:45:00.0",CLOSE
Alam,2030/BJBR/Jul/2018,"2018-07-02 11:45:00.0",CLOSE
Feby,2024/BRKR/Jul/2018,"2018-07-02 11:17:00.0",CLOSE
Alam,2009/BJBR/Jun/2018,"2018-07-02 11:14:45.0",CLOSE
Indri,1627/BRKR/May/2018,"2018-07-02 10:58:00.0",CLOSE
Nila,2023/TTNI/Jul/2018,"2018-07-02 09:21:30.0",CLOSE
Nila,2025/TTNI/Jul/2018,"2018-07-02 09:21:30.0",CLOSE
Fajar,2021/BJBR/Jul/2018,"2018-07-01 18:09:00.0",CLOSE
Pras,1716/BSBB/May/2018,"2018-07-01 15:00:15.0",CLOSE
Samsu,2019/BJBR/Jul/2018,"2018-07-01 13:40:15.0",CLOSE
Samsu,2016/BJBR/Jul/2018,"2018-07-01 12:44:15.0",CLOSE
Samsu,2017/BJBR/Jul/2018,"2018-07-01 12:32:15.0",CLOSE
Feby,2014/BRKR/Jun/2018,"2018-07-01 11:59:00.0",CLOSE
Samsu,2015/BJBR/Jun/2018,"2018-07-01 10:15:15.0",CLOSE
Feby,2013/BRKR/Jun/2018,"2018-06-30 20:34:15.0",CLOSE
Samsu,1985/BJBR/Jun/2018,"2018-06-30 15:18:30.0",CLOSE
Fajar,2011/BJBR/Jun/2018,"2018-06-30 12:28:45.0",CLOSE
Feby,2010/BRKR/Jun/2018,"2018-06-29 21:00:00.0",CLOSE
Paul,2004/BSBB/Jun/2018,"2018-06-29 16:20:45.0",CLOSE
Alam,2007/BJBR/Jun/2018,"2018-06-29 13:52:30.0",CLOSE
Alam,2005/BJBR/Jun/2018,"2018-06-29 11:49:30.0",CLOSE
Paul,1998/BRKR/Jun/2018,"2018-06-29 11:22:45.0",CLOSE
Alam,2000/BJBR/Jun/2018,"2018-06-29 10:48:15.0",CLOSE
Yefta,2006/TTNI/Jun/2018,"2018-06-29 10:36:35.0",CLOSE
Alam,2003/BJBR/Jun/2018,"2018-06-29 09:15:30.0",CLOSE
Dicky,901/BPJS/Jun/2018,"2018-06-28 20:38:00.0",CLOSE
Pras,1995/BRKR/Jun/2018,"2018-06-28 19:05:30.0",CLOSE
Pras,1976/BRKR/Jun/2018,"2018-06-28 18:45:00.0",CLOSE
Alam,1994/BJBR/Jun/2018,"2018-06-28 16:48:30.0",CLOSE
Feby,1986/BRKR/Jun/2018,"2018-06-28 15:00:00.0",CLOSE
Fajar,1992/BJBR/Jun/2018,"2018-06-28 14:58:00.0",CLOSE
Paul,1993/TTNI/Jun/2018,"2018-06-28 13:17:45.0",CLOSE
Fajar,1986/BJBR/Jun/2018,"2018-06-28 12:47:00.0",CLOSE
Fajar,1989/BJBR/Jun/2018,"2018-06-28 12:00:00.0",CLOSE
Paul,1946/BRKR/Jun/2018,"2018-06-28 11:38:15.0",CLOSE
Fajar,1979/BJBR/Jun/2018,"2018-06-28 11:32:00.0",CLOSE
Fajar,1981/BJBR/Jun/2018,"2018-06-28 11:19:00.0",CLOSE
Alam,1978/BJBR/Jun/2018,"2018-06-27 10:27:00.0",CLOSE
Dicky,900/BPJS/Jun/2018,"2018-06-26 16:30:00.0",CLOSE
Dicky,899/BPJS/Jun/2018,"2018-06-26 15:26:00.0",CLOSE
Indri,1855/BRKR/Jun/2018,"2018-06-26 15:00:00.0",CLOSE
Samsu,1974/BJBR/Jun/2018,"2018-06-26 14:24:15.0",CLOSE
Alam,1972/BJBR/Jun/2018,"2018-06-26 12:15:00.0",CLOSE
Nila,1975/BSBB/Jun/2018,"2018-06-26 11:50:16.0",CLOSE
Nila,1973/BRKR/Jun/2018,"2018-06-25 19:36:00.0",CLOSE
Indri,1941/BRKR/Jun/2018,"2018-06-25 13:41:00.0",CLOSE
Nila,1971/BSBB/Jun/2018,"2018-06-25 12:29:00.0",CLOSE
Bayu,898/BPJS/Jun/2018,"2018-06-25 11:20:00.0",CLOSE
Paul,1910/BRKR/Jun/2018,"2018-06-24 19:06:45.0",CLOSE
Alam,1969/BJBR/Jun/2018,"2018-06-23 21:53:30.0",CLOSE
Alam,1968/BJBR/Jun/2018,"2018-06-23 18:38:00.0",CLOSE
Alam,1967/BJBR/Jun/2018,"2018-06-23 15:00:00.0",CLOSE
Feby,1961/BSBB/Jun/2018,"2018-06-23 13:27:00.0",CLOSE
Fajar,1958/BJBR/Jun/2018,"2018-06-23 11:23:00.0",CLOSE
Indri,1947/BRKR/Jun/2018,"2018-06-22 18:04:00.0",CLOSE
Fajar,1963/BJBR/Jun/2018,"2018-06-22 14:45:00.0",CLOSE
Alam,1816/BJBR/Jun/2018,"2018-06-22 14:41:00.0",CLOSE
Fajar,1964/BJBR/Jun/2018,"2018-06-22 13:40:00.0",CLOSE
Indri,1962/BRKR/Jun/2018,"2018-06-22 13:30:00.0",CLOSE
Fajar,1959/BJBR/Jun/2018,"2018-06-22 11:06:00.0",CLOSE
Indri,1957/BRKR/Jun/2018,"2018-06-22 10:55:00.0",CLOSE
Bayu,897/BPJS/Jun/2018,"2018-06-22 08:50:00.0",CLOSE
Samsu,1952/BJBR/Jun/2018,"2018-06-21 22:11:30.0",CLOSE
Samsu,1954/BJBR/Jun/2018,"2018-06-21 21:16:30.0",CLOSE
Samsu,1955/BJBR/Jun/2018,"2018-06-21 20:14:30.0",CLOSE
Samsu,1953/BJBR/Jun/2018,"2018-06-21 19:26:30.0",CLOSE
Samsu,1956/BJBR/Jun/2018,"2018-06-21 19:18:30.0",CLOSE
Nila,1951/TTNI/Jun/2018,"2018-06-21 17:12:30.0",CLOSE
Samsu,1950/BJBR/Jun/2018,"2018-06-21 16:43:30.0",CLOSE
Samsu,1949/BJBR/Jun/2018,"2018-06-21 16:14:30.0",CLOSE
Nila,1859/BRKR/Jun/2018,"2018-06-21 15:30:00.0",CLOSE
Samsu,1780/BJBR/Jun/2018,"2018-06-21 15:03:30.0",CLOSE
Indri,1945/BRKR/Jun/2018,"2018-06-21 11:48:00.0",CLOSE
Alam,1942/BJBR/Jun/2018,"2018-06-21 10:30:00.0",CLOSE
Yefta,1944/TTNI/Jun/2018,"2018-06-21 10:18:30.0",CLOSE
Pras,1943/TTNI/Jun/2018,"2018-06-21 08:14:00.0",CLOSE
Alam,1878/BJBR/Jun/2018,"2018-06-20 23:57:45.0",CLOSE
Samsu,1935/BJBR/Jun/2018,"2018-06-20 15:21:30.0",CLOSE
Paul,1936/BSBB/Jun/2018,"2018-06-20 14:40:15.0",CLOSE
Alam,1938/BJBR/Jun/2018,"2018-06-20 14:10:45.0",CLOSE
Nila,1937/TTNI/Jun/2018,"2018-06-20 13:27:00.0",CLOSE
Nila,1939/TTNI/Jun/2018,"2018-06-20 13:27:00.0",CLOSE
Paul,1924/BRKR/Jun/2018,"2018-06-20 12:36:30.0",CLOSE
Alam,1931/BJBR/Jun/2018,"2018-06-20 12:05:45.0",CLOSE
Yefta,1933/TTNI/Jun/2018,"2018-06-20 09:55:30.0",CLOSE
Samsu,1927/BJBR/Jun/2018,"2018-06-19 12:33:15.0",CLOSE
Samsu,1928/BJBR/Jun/2018,"2018-06-19 12:26:15.0",CLOSE
Samsu,1925/BJBR/Jun/2018,"2018-06-18 13:05:00.0",CLOSE
Alam,1923/BJBR/Jun/2018,"2018-06-17 16:39:15.0",CLOSE
Alam,1920/BJBR/Jun/2018,"2018-06-16 19:40:45.0",CLOSE
Alam,1921/BJBR/Jun/2018,"2018-06-16 18:55:30.0",CLOSE
Alam,1915/BJBR/Jun/2018,"2018-06-16 17:12:00.0",CLOSE
Alam,1916/BJBR/Jun/2018,"2018-06-16 14:59:45.0",CLOSE
Fajar,1919/BJBR/Jun/2018,"2018-06-16 11:55:00.0",CLOSE
Samsu,1914/BJBR/Jun/2018,"2018-06-15 17:51:30.0",CLOSE
Samsu,1912/BJBR/Jun/2018,"2018-06-15 16:40:30.0",CLOSE
Nila,1911/BRKR/Jun/2018,"2018-06-14 16:13:00.0",CLOSE
Paul,1844/BRKR/Jun/2018,"2018-06-14 15:12:30.0",CLOSE
Paul,1909/BSBB/Jun/2018,"2018-06-14 12:51:00.0",CLOSE
Paul,1907/BJBR/Jun/2018,"2018-06-14 10:18:45.0",CLOSE
Fajar,1908/BJBR/Jun/2018,"2018-06-13 20:16:00.0",CLOSE
Fajar,1895/BJBR/Jun/2018,"2018-06-13 19:00:00.0",CLOSE
Nila,1904/BRKR/Jun/2018,"2018-06-13 17:00:00.0",CLOSE
Nila,1903/BRKR/Jun/2018,"2018-06-13 14:20:00.0",CLOSE
Paul,1902/BJBR/Jun/2018,"2018-06-13 13:29:15.0",CLOSE
Paul,1876/BJBR/Jun/2018,"2018-06-13 13:00:45.0",CLOSE
Paul,1898/BJBR/Jun/2018,"2018-06-13 12:29:45.0",CLOSE
Nila,1900/BJBR/Jun/2018,"2018-06-13 12:20:00.0",CLOSE
Nila,1887/BRKR/Jun/2018,"2018-06-13 12:00:00.0",CLOSE
Nila,1890/BRKR/Jun/2018,"2018-06-13 12:00:00.0",CLOSE
Paul,1899/BJBR/Jun/2018,"2018-06-13 11:00:45.0",CLOSE
Nila,1893/BSBB/Jun/2018,"2018-06-13 10:50:00.0",CLOSE
Paul,1879/BJBR/Jun/2018,"2018-06-13 10:24:45.0",CLOSE
Fajar,1884/BJBR/Jun/2018,"2018-06-12 21:06:00.0",CLOSE
Fajar,1892/BJBR/Jun/2018,"2018-06-12 19:40:00.0",CLOSE
Pras,1867/BAF/Jun/2018,"2018-06-12 16:22:45.0",CLOSE
Paul,1888/BJBR/Jun/2018,"2018-06-12 16:00:30.0",CLOSE
Nila,1864/BSBB/Jun/2018,"2018-06-12 15:42:00.0",CLOSE
Nila,1861/BSBB/Jun/2018,"2018-06-12 15:13:00.0",CLOSE
Paul,1886/BJBR/Jun/2018,"2018-06-12 14:45:30.0",CLOSE
Paul,1889/BJBR/Jun/2018,"2018-06-12 14:34:15.0",CLOSE
Paul,1885/BJBR/Jun/2018,"2018-06-12 12:36:00.0",CLOSE
Paul,1883/BJBR/Jun/2018,"2018-06-12 12:12:30.0",CLOSE
Paul,1882/BJBR/Jun/2018,"2018-06-11 21:00:15.0",CLOSE
Paul,1877/BJBR/Jun/2018,"2018-06-11 18:37:30.0",CLOSE
Fajar,1866/BJBR/Jun/2018,"2018-06-11 15:25:00.0",CLOSE
Fajar,1880/BJBR/Jun/2018,"2018-06-11 14:55:00.0",CLOSE
Indri,1872/BRKR/Jun/2018,"2018-06-11 14:46:00.0",CLOSE
Fajar,1873/BJBR/Jun/2018,"2018-06-11 14:22:00.0",CLOSE
Pras,1850/BSBB/Jun/2018,"2018-06-11 13:57:15.0",CLOSE
Indri,1874//BRKR/Jun/2018,"2018-06-11 13:54:00.0",CLOSE
Fajar,1860/BJBR/Jun/2018,"2018-06-11 13:23:00.0",CLOSE
Indri,1782/BRKR/Jun/2018,"2018-06-10 22:07:00.0",CLOSE
Nila,1854/BRKR/Jun/2018,"2018-06-10 16:03:00.0",CLOSE
Nila,1840/BRKR/Jun/2018,"2018-06-10 15:09:00.0",CLOSE
Indri,1801/BRKR/Jun/2018,"2018-06-10 14:25:00.0",CLOSE
Fajar,1847/BJBR/Jun/2018,"2018-06-10 12:27:00.0",CLOSE
Alam,1853/BJBR/Jun/2018,"2018-06-10 12:01:15.0",CLOSE
Fajar,1835/BJBR/Jun/2018,"2018-06-09 14:23:00.0",CLOSE
Indri,1803/BRKR/Jun/2018,"2018-06-09 14:10:00.0",CLOSE
